Title,url
乳房- 维基百科，自由的百科全书,https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E6%88%BF
常見的乳房囊腫與纖維腺瘤（懶人包） - 照護線上,https://www.careonline.com.tw/2018/12/breast-cyst.html
認識乳癌(二) 如何進行乳房自我檢查？｜家天使居家照護,https://ghsha.com/articles/216
如何做好乳房自我檢查| 林新醫院,http://www.lshosp.com.tw/%E8%A1%9B%E6%95%99%E5%9C%92%E5%9C%B0/%E4%B8%80%E8%88%AC%E5%A4%96%E7%A7%91/%E5%A6%82%E4%BD%95%E5%81%9A%E5%A5%BD%E4%B9%B3%E6%88%BF%E8%87%AA%E6%88%91%E6%AA%A2%E6%9F%A5/
乳房的常見症狀 - 財團法人乳癌防治基金會,https://www.breastcf.org.tw/contents/text?cid=43&tid=24
女性關懷乳房自我檢查與乳癌的認識 - 長庚醫院,https://www1.cgmh.org.tw/lhcc/cn/02.info/02.1.2.TxInfo/Tx_06.breast11.pdf
乳房摸到硬塊，我該怎麼辦?,http://www.ptch.org.tw/Disdb/files/20110026/PDF20110026.PDF
常見的乳房症狀的處置,https://www.tahsda.org.tw/departments/files/BreastCenter/%E5%B8%B8%E8%A6%8B%E7%9A%84%E4%B9%B3%E6%88%BF%E7%97%87%E7%8B%80%E7%9A%84%E8%99%95%E7%BD%AE.pdf
每個人都要會的「正確乳房自我檢測法」健康2.0 - YouTube,https://www.youtube.com/watch?v=69UV-N59x20
【名醫觀點】乳房痛不一定是癌！這3種狀況才要懷疑乳癌 ...,https://www.youtube.com/watch?v=JEsmeBmnRTo
乳房自我檢查的認識,http://www.cych.org.tw/cych/health/4_2_2.html
認識乳癌,https://wwwv.tsgh.ndmctsgh.edu.tw/files/web/192/contents/102337/6_health_learning201.pdf
乳房自我檢查通常無效！醫師強調：防止乳癌這樣才正確 ...,https://cancer.heho.com.tw/archives/59541
全數位式乳房攝影機 - 奇美醫療體系-衛教資訊網,https://www.chimei.org.tw/main/cmh_department/59012/info/5200/A5200231.html
乳房疾病知多少 - 專業醫療,http://depart.femh.org.tw/gs/Pro/pro-breast.htm
乳房自我檢查 - 國立成功大學醫學院附設醫院(斗六分院),http://d6www.hosp.ncku.edu.tw/grheal/tec_data/DL-02-1-007%E4%B9%B3%E6%88%BF%E8%87%AA%E6%88%91%E6%AA%A2%E6%9F%A5.pdf
女性乳房自我檢查三步驟 - 聖馬爾定醫院,http://www.stm.org.tw/stm_health14/%E8%B3%87%E6%96%99-%E6%96%B0/A9-6%E5%A5%B3%E6%80%A7%E4%B9%B3%E6%88%BF%E8%87%AA%E6%88%91%E6%AA%A2%E6%9F%A5%E4%B8%89%E6%AD%A5%E9%A9%9F.pdf
乳房影像學檢查簡介| 永越健康管理中心 - Eonway.com,https://www.eonway.com/%E4%B9%B3%E6%88%BF%E5%BD%B1%E5%83%8F%E5%AD%B8%E6%AA%A2%E6%9F%A5%E7%B0%A1%E4%BB%8B/
良性乳房腫塊包括 - NHS,https://www.nhs.uk/translationcantonese/Documents/Breast_lump_Cantonese_FINAL.pdf
乳房健診中心 - 高雄榮民總醫院-屏東分院,https://www.vhlc.gov.tw/News_Content.aspx?n=87DD761442015735&sms=E04718FCB06A8D46&s=EF6623CD32325965
摸到乳房硬塊就是癌？醫師四招教你分辨自我檢查絕招要記牢 ...,https://health.tvbs.com.tw/review/324370
乳房鈣化點- 乳癌- 癌症簡介- 癌症防治- 民眾服務- 國泰綜合醫院,https://www.cgh.org.tw/ec99/rwd1320/category.asp?category_id=944
愛喝咖啡易乳房纖維囊腫、誘發乳癌風險？醫師這樣說...,https://thebetteraging.businesstoday.com.tw/article/detail/201907050016/157883/%E6%84%9B%E5%96%9D%E5%92%96%E5%95%A1%E6%98%93%E4%B9%B3%E6%88%BF%E7%BA%96%E7%B6%AD%E5%9B%8A%E8%85%AB%E3%80%81%E8%AA%98%E7%99%BC%E4%B9%B3%E7%99%8C%E9%A2%A8%E9%9A%AA%EF%BC%9F%E9%86%AB%E5%B8%AB%E9%80%99%E6%A8%A3%E8%AA%AA...
乳癌2019完整資訊，教你辨別症狀、自我檢查方法| iHealth,https://www.ihealth.com.tw/article/%E4%B9%B3%E7%99%8C/
乳房外科網路掛號- 亞洲大學附屬醫院,https://www.auh.org.tw/OnlineAppointment/DymSchedule?table=41700A
乳房自我檢查手冊-財團法人台灣癌症臨床研究發展基金會,http://web.tccf.org.tw/lib/addon.php?act=post&id=2727
全方位乳房中心｜長安醫院,http://www.everanhospital.com.tw/breastcenter/
應多久檢查一次乳房？應該如何自我檢查？ - 乳房醫學中心,https://wd.vghtpe.gov.tw/cbhc/Fpage.action?muid=8524&fid=8573
