Title,url
僵硬退散，疼痛退散– 肩關節復健圖解（懶人包） - 照護線上,https://www.careonline.com.tw/2018/05/shoulder-condition.html
肩關節的特色就是容易損傷！運動醫師教你「夾筆」：預防 ...,https://health.businessweekly.com.tw/AArticle.aspx?id=ARTL000122761
哪些人的肩關節容易受傷？ - 康健雜誌,https://www.commonhealth.com.tw/article/article.action?nid=79901
肩關節復健運動 - 高雄醫學大學附設醫院,http://www2.kmuh.org.tw/web/kmuhdept/Portals/health_education/%E9%AA%A8%E7%A7%91%E9%83%A8/%E9%86%AB%E7%99%82-%E8%A1%9B%E6%95%99-%E8%82%A9%E9%97%9C%E7%AF%80%E5%BE%A9%E5%81%A5%E9%81%8B%E5%8B%95(%E9%AA%A8%E7%A7%91%E9%83%A8).pdf
肩膀常見痛痛：肩夾擠症候群、五十肩(冰凍肩)、旋轉肌撕裂傷 ...,https://blog.easepain.tw/atx-yao-ssu-yuan/shoulder-pain-injury/
肩關節夾擠症候群(Shoulder impingement syndrome) @ ~和謙 ...,https://chris751201.pixnet.net/blog/post/5586877
肩關節不穩定(Shoulder joint instability) - 和謙復健科診所 - 痞客邦,https://chris751201.pixnet.net/blog/post/6628678
肩關節好痛多種療法與你並肩作戰- 中國醫藥大學附設醫院,https://www.cmuh.cmu.edu.tw/NewsInfo/NewsArticle?no=3590
好好了解你的肩膀- 肩關節解剖學- YouTube,https://www.youtube.com/watch?v=n9UTo2ezhQs
肩關節好痛多種療法與你並肩作戰- 中國醫藥大學附設醫院,https://www.cmuh.cmu.edu.tw/NewsInfo/NewsArticle?no=3590
肩關節旋轉肌袖的構造與功能 - 馬偕紀念醫院,http://www.mmh.org.tw/taitam/ortho/index4_1_23_01.html
五十肩.冰凍肩.肩關節僵硬-骨科部-三軍總醫院- Tri-Service ...,https://wwwv.tsgh.ndmctsgh.edu.tw/unit/10042/14572
居家復健輕鬆做- 肩關節運動- 長安復健全人醫療中心,http://www.everanhospital.com.tw/rehabcenter/case-list/item/216.html
中老年肩關節疼痛關節鏡手術「打通關」 - 長安骨科,http://www.everanhospital.com.tw/mis/team/item/258.html
肩夾擠症候群如何自救？肩痛是肩膀拉傷嗎？物理治療師：3 ...,https://www.edh.tw/article/16310
改善圓肩、駝背｜肩關節鬆動術與放鬆- Peeta Fitness 健身網,https://www.peeta.tw/workout/round-shoulder/
【骨科】肩痛不一定是五十肩！認識旋轉肌袖破裂– 中山醫學 ...,http://web.csh.org.tw/web/222010/?p=2219
肩膀夾擠症候群 - 衛生福利部臺南醫院,https://www.tnhosp.mohw.gov.tw/warehouse/%7BA5DDE432-D36B-4851-9F54-D9D72A3983CD%7D/x8532642806-0.pdf
肩關節攝影檢查須知- 亞洲大學附屬醫院,https://www.auh.org.tw/NewsInfo/HealthEducationInfo?docid=1709
肩痛,http://www.ymhospital.com.tw/nym/tools/readfile.php?id=251&tdname=pdf1_1
肩關節攣縮的評估與運動治療- momo購物網,https://m.momoshop.com.tw/goods.momo?i_code=7864929&cc1=4000200014
5大症狀是關節退化警訊！3動作自測「肩關節活動度」｜健康2.0,https://health.tvbs.com.tw/review/321730
沾黏性肩關節囊炎- 维基百科，自由的百科全书,https://zh.wikipedia.org/wiki/%E6%B2%BE%E9%BB%8F%E6%80%A7%E8%82%A9%E9%97%9C%E7%AF%80%E5%9B%8A%E7%82%8E
肩關節病人運動指南 - 奇美醫療體系-衛教資訊網,https://www.chimei.org.tw/main/cmh_department/59012/info/5100/A5100204.html
五十肩 - 台北醫學大學附設醫院,https://www.tmuh.org.tw/UploadFile/files/%E8%A1%9B%E6%95%99%E8%B3%87%E8%A8%8A/%E5%BE%A9%E5%81%A5%E7%A7%91/F-4200-OR-002%E4%BA%94%E5%8D%81%E8%82%A9.pdf
博客來-肩關節攣縮的評估與運動治療,https://www.books.com.tw/products/0010863350?sloc=main
肩關節- 運動傷害專題(Sports' Injuries) - 24Drs.com,http://www.24drs.com/Special_Report/sports_injuries/treatment_3.asp
[球魂小舖] THC 肩部固定帶肩關節固定/肩關節保護 ... - 露天拍賣,https://www.ruten.com.tw/item/show?21731850516234
