URL,Title,Sentence
https://zh.wikipedia.org/zh-tw/%E4%BA%A4%E6%84%9F%E7%A5%9E%E7%BB%8F,交感神經- 維基百科，自由的百科全書 - Wikipedia,交感神經-維基百科，自由的百科全書
https://zh.wikipedia.org/zh-tw/%E4%BA%A4%E6%84%9F%E7%A5%9E%E7%BB%8F,交感神經- 維基百科，自由的百科全書 - Wikipedia,交感神經
https://zh.wikipedia.org/zh-tw/%E4%BA%A4%E6%84%9F%E7%A5%9E%E7%BB%8F,交感神經- 維基百科，自由的百科全書 - Wikipedia,交感神經自主神經系統，紅色部分為交感神經，藍色部分為副交感神經。
https://zh.wikipedia.org/zh-tw/%E4%BA%A4%E6%84%9F%E7%A5%9E%E7%BB%8F,交感神經- 維基百科，自由的百科全書 - Wikipedia,交感神經（拉丁語：Sympathicus；英語：sympatheticnervoussystem(SNS)）和副交感神經共同組成自主神經系統。
https://zh.wikipedia.org/zh-tw/%E4%BA%A4%E6%84%9F%E7%A5%9E%E7%BB%8F,交感神經- 維基百科，自由的百科全書 - Wikipedia,交感神經一般控制與興奮相關的行為，即戰鬥或逃跑反應[3]。
https://zh.wikipedia.org/zh-tw/%E4%BA%A4%E6%84%9F%E7%A5%9E%E7%BB%8F,交感神經- 維基百科，自由的百科全書 - Wikipedia,交感神經系統的傳出神經可分為節前神經元與節後神經元，節前神經元的起點分布於脊椎的T1至L2-L3之間。
https://zh.wikipedia.org/zh-tw/%E4%BA%A4%E6%84%9F%E7%A5%9E%E7%BB%8F,交感神經- 維基百科，自由的百科全書 - Wikipedia,交感神經系統的節前神經元較短，通向椎旁神經節（英語：Paravertebralganglia）或椎前神經節（英語：Prevertebralganglia）。
https://zh.wikipedia.org/zh-tw/%E4%BA%A4%E6%84%9F%E7%A5%9E%E7%BB%8F,交感神經- 維基百科，自由的百科全書 - Wikipedia,一些交感神經纖維沒有換元就離開交感神經鏈，到達主動脈的椎前神經節，或者到達受支配器官的器官旁神經節。
https://zh.wikipedia.org/zh-tw/%E4%BA%A4%E6%84%9F%E7%A5%9E%E7%BB%8F,交感神經- 維基百科，自由的百科全書 - Wikipedia,交感神經的一個特點是具有副神經節，最好的例子就是腎上腺髓部。
https://zh.wikipedia.org/zh-tw/%E4%BA%A4%E6%84%9F%E7%A5%9E%E7%BB%8F,交感神經- 維基百科，自由的百科全書 - Wikipedia,副交感神經系統活動主要在放鬆和恢復時期，這時心率減慢，呼吸變淺，汗腺活動減少，瞳孔縮小，血糖降低，皮膚和內臟血流增加。
https://zh.wikipedia.org/zh-tw/%E4%BA%A4%E6%84%9F%E7%A5%9E%E7%BB%8F,交感神經- 維基百科，自由的百科全書 - Wikipedia,交感神經的功能可被3FS所概括，分別為：
https://zh.wikipedia.org/zh-tw/%E4%BA%A4%E6%84%9F%E7%A5%9E%E7%BB%8F,交感神經- 維基百科，自由的百科全書 - Wikipedia,在4E狀態下會刺激交感神經：
https://zh.wikipedia.org/zh-tw/%E4%BA%A4%E6%84%9F%E7%A5%9E%E7%BB%8F,交感神經- 維基百科，自由的百科全書 - Wikipedia,交感神經主要作用於平滑肌和腺細胞。
https://zh.wikipedia.org/zh-tw/%E4%BA%A4%E6%84%9F%E7%A5%9E%E7%BB%8F,交感神經- 維基百科，自由的百科全書 - Wikipedia,交感神經興奮會抑制腺分泌、豎毛肌收縮、瞳孔放射肌收縮（瞳孔放大）、睫狀肌放鬆（使水晶體變得扁平，而可以看遠處）、刺激竇房結（心跳加快）、房室結（加快心臟電訊傳輸）、增強心臟收縮力、大部分動脈平滑肌收縮、到骨骼肌的動脈平滑肌放鬆、支氣管平滑肌放鬆（支氣管擴張）、抑制支氣管腺體分泌、消化道蠕動下降、抑制消化道腺體分泌、消化道括約肌收縮、消化道壁平滑肌放鬆、抑制胰臟外分泌腺分泌、抑制胰臟外分泌腺內分泌、腎素分泌、腎上腺素和去甲基腎上腺素分泌、膀胱壁放鬆、逼尿肌放鬆、射精、子宮（未懷孕）放鬆、刺激糖解作用、糖質新生和脂肪分解。
https://zh.wikipedia.org/zh-tw/%E4%BA%A4%E6%84%9F%E7%A5%9E%E7%BB%8F,交感神經- 維基百科，自由的百科全書 - Wikipedia,交感神經節(Sympatheticganglion)
https://zh.wikipedia.org/zh-tw/%E4%BA%A4%E6%84%9F%E7%A5%9E%E7%BB%8F,交感神經- 維基百科，自由的百科全書 - Wikipedia,交感神經
https://zh.wikipedia.org/zh-tw/%E4%BA%A4%E6%84%9F%E7%A5%9E%E7%BB%8F,交感神經- 維基百科，自由的百科全書 - Wikipedia,副交感神經
https://zh.wikipedia.org/zh-tw/%E4%BA%A4%E6%84%9F%E7%A5%9E%E7%BB%8F,交感神經- 維基百科，自由的百科全書 - Wikipedia,分類：自主神經系統交感神經系統隱藏分類：使用過時參數的醫學信息模板含有拉丁語的條目含有英語的條目有藍鏈卻未移除內部連結助手模板的頁面包含NDL標識符的維基百科條目
https://www.kingnet.com.tw/knNew/news/single-article.html?newId=17164,什麼是「交感神經」與「副交感神經」？ - KingNet 國家網路醫藥,什麼是「交感神經」與「副交感神經」？|
https://www.kingnet.com.tw/knNew/news/single-article.html?newId=17164,什麼是「交感神經」與「副交感神經」？ - KingNet 國家網路醫藥,什麼是「交感神經」與「副交感神經」？
https://www.kingnet.com.tw/knNew/news/single-article.html?newId=17164,什麼是「交感神經」與「副交感神經」？ - KingNet 國家網路醫藥,自律神經分為「交感神經」與「副交感神經」。
https://www.kingnet.com.tw/knNew/news/single-article.html?newId=17164,什麼是「交感神經」與「副交感神經」？ - KingNet 國家網路醫藥,交感神經是促進性的，當我們感受壓力、危險時，身體就會啟動相關必要的機能，例如：心跳加速、血壓上升、呼吸變快、體溫增高，讓人體保持警覺、提高專注力，達到可以積極應變的狀態。
https://www.kingnet.com.tw/knNew/news/single-article.html?newId=17164,什麼是「交感神經」與「副交感神經」？ - KingNet 國家網路醫藥,副交感神經是抑制性的，負責讓人體鬆弛休息、保存體力、促進消化、睡眠啟動等。
https://www.kingnet.com.tw/knNew/news/single-article.html?newId=17164,什麼是「交感神經」與「副交感神經」？ - KingNet 國家網路醫藥,可以簡單形容比擬，交感神經像是汽車的油門、副交感神經就像煞車，兩者作用相反但又相輔相成，當油門與煞車可以正常運作，車子開得動也停得穩，才能安全適切地發揮完整的功能；所以人體自律神經的作用，也需要兩個系統正常拮抗調節，否則就會導致所謂的「自律神經失調」。
https://www.kingnet.com.tw/knNew/news/single-article.html?newId=17164,什麼是「交感神經」與「副交感神經」？ - KingNet 國家網路醫藥,一旦發生自律神經失調，臨床的症狀表現，就看這兩者誰強誰弱，如果是交感神經過強，就會出現焦慮緊繃、心跳很快、血壓升高；如果是副交感太強，就容易覺得疲憊懶散、精神不濟、體力下降。
https://www.kingnet.com.tw/knNew/news/single-article.html?newId=17164,什麼是「交感神經」與「副交感神經」？ - KingNet 國家網路醫藥,自律神經失調的症狀是全身性的，不一定作用在交感神經或副交感神經；以睡眠為例：睡眠品質由大腦控制左右，但睡眠的啟動，則要靠自律神經正常調節，因為交感是促進，副交感為抑制，所以當交感神經減弱、副交感增強時，才能進入睡眠；睡醒時，則是交感上昇，副交感下降。
https://www.kingnet.com.tw/knNew/news/single-article.html?newId=17164,什麼是「交感神經」與「副交感神經」？ - KingNet 國家網路醫藥,現代人承受許多壓力的情況下，會讓體內可體松（皮脂類固醇）分泌增加，提高交感神經的興奮度，當我們應該休息睡覺時，交感神經仍然亢奮作用，副交感就無法運作啟動睡眠，所以會睡不著。
https://www.kingnet.com.tw/knNew/news/single-article.html?newId=17164,什麼是「交感神經」與「副交感神經」？ - KingNet 國家網路醫藥,而有些憂鬱症患者則是剛開始能入睡，但睡眠中交感神經仍然持續運作，整個自律神經無法適當調節，人體無法放鬆、休息，也會產生半夜心悸、早醒的症狀。
https://www.kingnet.com.tw/knNew/news/single-article.html?newId=17164,什麼是「交感神經」與「副交感神經」？ - KingNet 國家網路醫藥,交感神經
https://www.kingnet.com.tw/knNew/news/single-article.html?newId=17164,什麼是「交感神經」與「副交感神經」？ - KingNet 國家網路醫藥,副交感神經
https://www.commonhealth.com.tw/article/article.action?nid=66835,調好自律神經7件事學會慢慢生活- 康健雜誌,他指出，現代人的自律神經失調多半是交感神經過度亢奮，「慢」能提升稍顯低下的副交感神經，讓自律神經傾斜的天秤恢復平衡。
https://www.commonhealth.com.tw/article/article.action?nid=66835,調好自律神經7件事學會慢慢生活- 康健雜誌,1.腹式呼吸啟動副交感神經，安定身心
https://www.commonhealth.com.tw/article/article.action?nid=66835,調好自律神經7件事學會慢慢生活- 康健雜誌,吸氣時交感神經較活絡；呼氣時換副交感神經佔優勢。
https://www.commonhealth.com.tw/article/article.action?nid=66835,調好自律神經7件事學會慢慢生活- 康健雜誌,這樣可以啟動副交感神經，讓心跳和緩下來，人得以放鬆。
https://www.commonhealth.com.tw/article/article.action?nid=66835,調好自律神經7件事學會慢慢生活- 康健雜誌,因為運動量過大（如快跑），會造成呼吸淺而快，拉高交感神經的作用，副交感神經的作用下降，「這樣不但不能維持健康，甚至還可能加速老化，」而且呼吸短淺會讓末梢血液流動下降，代表氧氣及營養難以送到末梢神經及細胞，細胞便難以發揮功能。
https://www.commonhealth.com.tw/article/article.action?nid=66835,調好自律神經7件事學會慢慢生活- 康健雜誌,反觀健走並不會讓人喘不過氣，還可邊走邊深呼吸，讓副交感神經活絡，並把氧氣和營養運送到每個細胞。
https://www.commonhealth.com.tw/article/article.action?nid=66835,調好自律神經7件事學會慢慢生活- 康健雜誌,長庚醫院腦神經外科教授張承能說，夜間本來是副交感神經發揮的時間，人自然想休息，硬是熬夜不睡、保持清醒，等於刺激交感神經繼續運作，副交感神經無從發揮，久而久之不但自律神經失調，其他的健康紅燈也一一亮起。
https://www.commonhealth.com.tw/article/article.action?nid=66835,調好自律神經7件事學會慢慢生活- 康健雜誌,比如薄荷、洋蔥、辣椒可刺激自律神經，如果希望自己有精神，不妨聞這些味道；反之如果想放鬆，就用薰衣草等柔和的香氣，讓副交感神經活躍一些。
https://www.commonhealth.com.tw/article/article.action?nid=66835,調好自律神經7件事學會慢慢生活- 康健雜誌,吳立偉說，情緒過於高亢（緊張、不安、興奮等）或過於低落（悲傷、沮喪、失望、鬱悶等），都會阻礙交感與副交感神經正常運作，引發失調。
https://www.commonhealth.com.tw/article/article.action?nid=66835,調好自律神經7件事學會慢慢生活- 康健雜誌,交感神經
https://thebetteraging.businesstoday.com.tw/article/detail/202004240011/%E5%A4%B1%E7%9C%A0%E5%A4%9A%E5%A4%A2%E3%80%81%E8%A8%98%E6%86%B6%E4%B8%8B%E9%99%8D%EF%BC%8C%E5%8E%9F%E4%BE%86%E6%98%AF%E8%87%AA%E5%BE%8B%E7%A5%9E%E7%B6%93%E5%A4%B1%E8%AA%BF%EF%BC%9F%E9%86%AB%E5%B8%AB%E5%85%AC%E5%B8%8310%E5%A4%A7%E7%97%87%E7%8B%80%E3%80%811%E9%A0%85%E6%AA%A2%E6%B8%AC%E5%B7%A5%E5%85%B7,失眠多夢、記憶下降，原來是自律神經失調？醫師公布10大症狀 ...,所謂「自律神經」指的是調節人體各部位自主功能的「交感神經系統」與「副交感神經系統」。
https://thebetteraging.businesstoday.com.tw/article/detail/202004240011/%E5%A4%B1%E7%9C%A0%E5%A4%9A%E5%A4%A2%E3%80%81%E8%A8%98%E6%86%B6%E4%B8%8B%E9%99%8D%EF%BC%8C%E5%8E%9F%E4%BE%86%E6%98%AF%E8%87%AA%E5%BE%8B%E7%A5%9E%E7%B6%93%E5%A4%B1%E8%AA%BF%EF%BC%9F%E9%86%AB%E5%B8%AB%E5%85%AC%E5%B8%8310%E5%A4%A7%E7%97%87%E7%8B%80%E3%80%811%E9%A0%85%E6%AA%A2%E6%B8%AC%E5%B7%A5%E5%85%B7,失眠多夢、記憶下降，原來是自律神經失調？醫師公布10大症狀 ...,「交感神經系統」能讓人們在處於緊張、興奮時，心跳、呼吸變快，腸胃消化減慢，以應付緊急情況；相反的，「副交感神經系統」能使心跳、呼吸減緩，促進腸胃蠕動與消化，讓人們能在平靜時呈現放鬆反應，而能適時休息。
https://wwwv.tsgh.ndmctsgh.edu.tw/Unit/10058/17027,自律神經失調-精神醫學部-三軍總醫院- Tri-Service General ...,自律神經失調衛教交感神經系統（SNS）負責使心跳加快、呼吸急促、腸胃消化變慢、與增加肌肉張力等功能，使人處在焦慮繃緊的狀態，用以應付緊急的情況；相反地，副交感神經系統（PNS）的作用則能使心跳放慢、呼吸減緩、促進腸胃消化、與減弱肌肉張力，使人體呈現放鬆的反應。
https://wwwv.tsgh.ndmctsgh.edu.tw/Unit/10058/17027,自律神經失調-精神醫學部-三軍總醫院- Tri-Service General ...,在健康人中，交感與副交感神經系統相互拮抗作用而達一平衡的狀態。
https://wwwv.tsgh.ndmctsgh.edu.tw/Unit/10058/17027,自律神經失調-精神醫學部-三軍總醫院- Tri-Service General ...,可想而知，如果副交感神經活性受到不當抑制或交感神經過度活化，便會產生自律神經失調，可能導致頭痛、頭暈、恐慌、胸悶、心悸、呼吸急促、冒汗、手腳發抖、肩頸肌肉酸緊、腸胃道不適、手腳發麻、睡眠障礙等症狀（通常個案會做了相當多的臨床檢查，但報告卻大都正常）。
https://wwwv.tsgh.ndmctsgh.edu.tw/Unit/10058/17027,自律神經失調-精神醫學部-三軍總醫院- Tri-Service General ...,我們和國內、外多數的研究發現嚴重型憂鬱症、焦慮症（恐慌症、廣泛性焦慮症、與創傷後壓力症候群）等精神疾患，和正常人比較會呈現出神經活性指標降低（特別是副交感神經活性低下）或交感神經過度活化的自律神經功能失調色彩（見下圖）。
https://www.tanss.org.tw/qa/,什麼是自律神經失調？ A：交感神經與副交感神經無法因應身體 ...,什麼是自律神經失調？A：交感神經與副交感神經無法因應身體狀況相互調節，就是自律神經失調。
https://www.tanss.org.tw/qa/,什麼是自律神經失調？ A：交感神經與副交感神經無法因應身體 ...,A：交感神經與副交感神經無法因應身體狀況相互調節，就是失調。
https://www.tanss.org.tw/qa/,什麼是自律神經失調？ A：交感神經與副交感神經無法因應身體 ...,自律神經的組成有「交感神經」與「副交感神經」，兩者作用通常是相反的，會配合身體狀況自動相互調節，例如交感神經促進血管收縮，副交感神經促使血管舒張。
https://www.tanss.org.tw/qa/,什麼是自律神經失調？ A：交感神經與副交感神經無法因應身體 ...,就特性來說，交感神經類似加油，副交感神經類似煞車。
https://www.tanss.org.tw/qa/,什麼是自律神經失調？ A：交感神經與副交感神經無法因應身體 ...,自律神經是一套很奇妙的系統，雖然不受大腦控制，但卻很容易受到大腦作用的影響，例如緊張的時候，交感神經會亢奮；不安或憤怒的時候，交感神經和副交感神經會不規律亢奮；悲傷或情緒低落時，交感神經與副交感神經作用都會受到抑制。
https://www.qchicken.com.tw/Health/NutritionContent/321,變「快樂」，從搞定自律神經開始 - 田原香健康網,關於自律神經，其實是由我們人體裡的「交感神經」和「副交感神經」兩個角色組成。
https://www.qchicken.com.tw/Health/NutritionContent/321,變「快樂」，從搞定自律神經開始 - 田原香健康網,其中，「交感神經」就像是油門一樣，能夠使肌肉變得緊繃、心跳加快、精神處於亢奮狀態，讓人充滿精神與活力，以應付外在的危難與壓力；而「副交感神經」則像是剎車，可以讓肌肉放鬆、血管擴張，進而平定心神，讓身體處於放鬆狀態，幫助進入睡眠。
https://www.qchicken.com.tw/Health/NutritionContent/321,變「快樂」，從搞定自律神經開始 - 田原香健康網,在白天活躍、幫助人們面對各種活動與挑戰的交感神經，會調動一種名為「顆粒球」的細胞，幫助人們戒備入侵身體的病菌；而到了晚上，由副交感神經負責接棒，就會開始增加「淋巴球」的數量，協助處理早上「顆粒球」無法排除的較小分子。
https://www.qchicken.com.tw/Health/NutritionContent/321,變「快樂」，從搞定自律神經開始 - 田原香健康網,要是交感神經過於活躍興奮，便會抑制副交感神經，讓淋巴球數量減少。
https://www.qchicken.com.tw/Health/NutritionContent/321,變「快樂」，從搞定自律神經開始 - 田原香健康網,而更糟的是，除了免疫力下降，遭到破壞的自律神經還會接連影響到副交感神經。
https://www.qchicken.com.tw/Health/NutritionContent/321,變「快樂」，從搞定自律神經開始 - 田原香健康網,受到刺激導致過度興奮的副交感神經，會不斷促使淋巴球增生，造成把原本對身體無害的東西，像是某種特定食物、花粉、灰塵、動物皮毛等都當作敵人，進而啟動一連串的防禦反應，也就是我們所說的「過敏」。
https://www.qchicken.com.tw/Health/NutritionContent/321,變「快樂」，從搞定自律神經開始 - 田原香健康網,討好交感神經，給他「快樂營養素」！
https://www.qchicken.com.tw/Health/NutritionContent/321,變「快樂」，從搞定自律神經開始 - 田原香健康網,以一天30分鐘、一周至少三至五次的頻率健走、慢跑、或是有氧運動，達到呼吸會稍微喘、並略加流汗的狀態，長期下來對調節交感神經有穩定的幫助。
https://www.qchicken.com.tw/Health/NutritionContent/321,變「快樂」，從搞定自律神經開始 - 田原香健康網,吸氣時，交感神經會比較活絡，而呼氣時則換成副交感神經佔上風。
https://www.qchicken.com.tw/Health/NutritionContent/321,變「快樂」，從搞定自律神經開始 - 田原香健康網,熬夜與失眠是自律神經的大敵，熬夜會使得交感神經逼不得已得持續運作，讓副交感神經無從接棒，久了便會導致自律神經失調。
https://heho.com.tw/archives/73302,自律神經失調就是疲勞的關鍵！跟著醫師做3招，找回身體健康 ...,雖然自律神經分為交感、副交感神經，但我們一般說的自律神經失調都是指「交感神經失調」，因為交感神經就像是「油門」，副交感神經像是「煞車」，失控的通常都是油門。
https://heho.com.tw/archives/73302,自律神經失調就是疲勞的關鍵！跟著醫師做3招，找回身體健康 ...,」用這3招重新「啟動」副交感神經！一、運動，讓身體累到一定程度，但不要過度勞累梁恆彰說，很多人是已經失調一陣子，神經無法放鬆，即使在放假休息，大腦還是不斷運轉，這時候可以採用「運動」的方式，因為運動之後身體會累，等於強迫啟動副交感神經；但是也不能太累，身體會因為過勞而分泌過多的亢奮激素，刺激交感神經，反而造成反效果。
http://www.ch.com.tw/index.aspx?sv=ch_fitness&chapter=ABD010101,如何穩定自律神經預防自律神經失調 - 啟新健康世界-專業健康 ...,過度的緊張、不安、興奮，會讓交感神經與副交感神經不規則地亢奮，引發自律神經失調。
http://www.ch.com.tw/index.aspx?sv=ch_fitness&chapter=ABD010101,如何穩定自律神經預防自律神經失調 - 啟新健康世界-專業健康 ...,悲傷、沮喪、失望、鬱卒，會阻礙交感神經與副交感神經的正常運作，引發自律神經失調。
