Title,url
膝- 教育百科,https://pedia.cloud.edu.tw/Entry/Detail/?title=%E8%86%9D&search=%E8%86%9D
膝 - 教育部重編國語辭典修訂本,http://dict.revised.moe.edu.tw/cgi-bin/cbdic/gsweb.cgi?o=dcbdic&searchid=W00000006807
膝- 萌典,https://www.moedict.tw/%E8%86%9D
膝- 維基百科，自由的百科全書 - Wikipedia,https://zh.wikipedia.org/zh-tw/%E8%86%9D
膝關節之運動傷害,http://www.kmuh.org.tw/www/kmcj/data/9710/17.htm
膝- Wiktionary,https://en.wiktionary.org/wiki/%E8%86%9D
你不可不知道的四大常見膝關節之疼痛- 傷害預防- 運動生活 ...,https://www.sportsv.net/articles/71957
膝關節手術後護理須知| 林新醫院,http://www.lshosp.com.tw/%E8%A1%9B%E6%95%99%E5%9C%92%E5%9C%B0/%E9%AA%A8%E7%A7%91/%E8%86%9D%E9%97%9C%E7%AF%80%E6%89%8B%E8%A1%93%E5%BE%8C%E8%AD%B7%E7%90%86%E9%A0%88%E7%9F%A5/
痛到跑不下去的「跑者膝」，讓你上下樓梯膝蓋外側就痛得要命 ...,https://www.youtube.com/watch?v=2zNradCxlmQ
下樓梯膝蓋痛？【不傷膝的下樓梯教學】(中字) - YouTube,https://www.youtube.com/watch?v=ZFcVSpuiPZI
膝蓋痛，膝關節鏡有幫助嗎？（懶人包） - 照護線上,https://www.careonline.com.tw/2020/02/scope.html
膝蓋痛、跑者膝，可能是「臏骨軟骨軟化症」 - 照護線上,https://www.careonline.com.tw/2019/11/chondromalacia-patella.html
"膝(拼音:xī,注音:ㄒ｜) | 一把刀《中文字典》  ",https://zhongwenzidian.18dao.cn/zh-hant/zidian/%E8%86%9D
50歲後，3成患有膝關節退化！這樣鍛鍊「股四頭肌」，預防 ...,https://50plus.cwgv.com.tw/articles/index/16449/1
【膝】的注音·讀音膝怎麼念- 注音字典,https://bopomofo.kakijun.com/%E8%86%9D.html
擁有好膝力，逆轉退化性膝關節炎：最強膝蓋診治保健法，告別 ...,https://m.momoshop.com.tw/goods.momo?i_code=7849851&cc1=4000200014
膝蓋不適？對抗「膝蓋退化」1招舒緩操增加膝關節穩定度 ...,https://health.tvbs.com.tw/regimen/323127
KneeHow ∣ 智慧膝力環∣ 智能居家肌力教練,https://www.kneehow.com.tw/products/smart-knee-trainer
認識膝關節Archives - 骨哥論壇,https://bonebro.com/category/knee/
膝部疾病| NIAMS,https://www.niams.nih.gov/zh-hans/health-topics/xibujibing
線上診療室-- 過度使用症候群-跳躍膝關節(Jumpers' Knee),https://www.ym.edu.tw/smc/html/sport7-6.htm
膝關節- Home | Facebook,https://www.facebook.com/takecareofyourknee/
搜尋結果：膝關節護具- PChome線上購物,https://ecshweb.pchome.com.tw/search/v3.3/?q=%E8%86%9D%E9%97%9C%E7%AF%80%E8%AD%B7%E5%85%B7
微創全膝關節置換| 治療項目-長安骨科微創手術中心,http://www.everanhospital.com.tw/mis/treatment-items/item/75.html
退化性膝關節炎,https://www.tmuh.org.tw/UploadFile/files/138%E9%80%80%E5%8C%96%E6%80%A7%E8%86%9D%E9%97%9C%E7%AF%80%E7%82%8E.pdf
膝部| 醫生文章| 亞洲專科醫生 - Asia Medical Specialists,https://www.asiamedicalspecialists.hk/tc/health-info/15/%E8%86%9D%E9%97%9C%E7%AF%80%E8%BB%9F%E9%AA%A8%E6%90%8D%E5%82%B7%E5%B8%B8%E8%A6%8B%E5%95%8F%E9%A1%8C
膝關節健康促進門診-簡介- 澄清綜合醫院CHENG CHING ...,http://www.ccgh.com.tw/PT2/html/webpage.aspx?pagetype=9&otherkind=T-0001&pageno=12470&center=12471&qDept=&Home=1
膝關節養護勤落實膝蓋卡卡遠離你- 衛生福利部,https://www.mohw.gov.tw/fp-3205-21630-1.html
