URL,Title,Sentence
https://www.colgate.com.hk/oral-health/conditions/temporomandibular-disorder/jaw-pain-causes-why-you-might-be-feeling-pain-0613,下顎疼痛的成因：為何會感到痛楚 - 高露潔® 口腔護理,下顎疼痛的成因：為何會感到痛楚
https://www.colgate.com.hk/oral-health/conditions/temporomandibular-disorder/jaw-pain-causes-why-you-might-be-feeling-pain-0613,下顎疼痛的成因：為何會感到痛楚 - 高露潔® 口腔護理,下顎疼痛的成因：為何會感到痛楚
https://www.colgate.com.hk/oral-health/conditions/temporomandibular-disorder/jaw-pain-causes-why-you-might-be-feeling-pain-0613,下顎疼痛的成因：為何會感到痛楚 - 高露潔® 口腔護理,下顎疼痛會帶來一種抽動式的不適感。
https://www.colgate.com.hk/oral-health/conditions/temporomandibular-disorder/jaw-pain-causes-why-you-might-be-feeling-pain-0613,下顎疼痛的成因：為何會感到痛楚 - 高露潔® 口腔護理,下顎疼痛的症狀與成因有關，所以不盡相同。
https://www.colgate.com.hk/oral-health/conditions/temporomandibular-disorder/jaw-pain-causes-why-you-might-be-feeling-pain-0613,下顎疼痛的成因：為何會感到痛楚 - 高露潔® 口腔護理,磨牙會令牙齒嚴重磨損，亦會導致下顎疼痛。
https://www.colgate.com.hk/oral-health/conditions/temporomandibular-disorder/jaw-pain-causes-why-you-might-be-feeling-pain-0613,下顎疼痛的成因：為何會感到痛楚 - 高露潔® 口腔護理,如若下顎患有骨髓炎，並影響到顳頜關節（TMJ），便會導致下顎疼痛、發燒及面部腫脹。
https://www.colgate.com.hk/oral-health/conditions/temporomandibular-disorder/jaw-pain-causes-why-you-might-be-feeling-pain-0613,下顎疼痛的成因：為何會感到痛楚 - 高露潔® 口腔護理,顳頜關節症（TMD）會影響下顎的顳頜關節，帶來痛楚，並令下顎於嘴巴開合或咀嚼時發出咔嗒聲。
https://www.colgate.com.hk/oral-health/conditions/temporomandibular-disorder/jaw-pain-causes-why-you-might-be-feeling-pain-0613,下顎疼痛的成因：為何會感到痛楚 - 高露潔® 口腔護理,嚴重的話，下顎會被卡住，令下巴永久性閉合或打開。
https://www.colgate.com.hk/oral-health/conditions/temporomandibular-disorder/jaw-pain-causes-why-you-might-be-feeling-pain-0613,下顎疼痛的成因：為何會感到痛楚 - 高露潔® 口腔護理,牙齦疾病、蛀牙或膿腫均有機會導致下顎疼痛。
https://www.colgate.com.hk/oral-health/conditions/temporomandibular-disorder/jaw-pain-causes-why-you-might-be-feeling-pain-0613,下顎疼痛的成因：為何會感到痛楚 - 高露潔® 口腔護理,雖然這些問題不會直接影響下顎，但痛楚仍能傳遞至下顎位置。
https://www.colgate.com.hk/oral-health/conditions/temporomandibular-disorder/jaw-pain-causes-why-you-might-be-feeling-pain-0613,下顎疼痛的成因：為何會感到痛楚 - 高露潔® 口腔護理,如牙齒之間有間隙，或牙齒受到嚴重破壞，當下顎因咬合或咀嚼等動作而受壓時，便會引發痛楚。
