URL,Title,Sentence
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,乳頭-維基百科，自由的百科全書
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,乳頭
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,乳頭成年女性的乳房、乳暈及乳頭（側面）成年男性乳暈及乳頭（正面）細節拉丁語papillamammaria識別標示TAA16.0.02.004FMAFMA:67771
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,人類女性乳房解剖構造，4號箭頭所指為乳頭所在。
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,乳頭也叫奶頭，是哺乳動物乳房中央突起的圓柱狀部分，比乳暈和乳房要硬。
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,雌性哺乳動物的乳頭有哺乳功能，乳水會從乳腺管經由乳頭分泌，餵養嬰兒[1][2]。
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,乳水可能是因為乳頭受力而流出，也可能是因為平滑肌收縮而流出。
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,乳頭周圍的組織稱為乳暈，其顏色會比乳房顏色要深一些[3]。
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,人類乳頭是重要的性感帶。
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,乳頭由緊密的平滑肌和結締組織組成。
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,平滑肌環行或放射狀排列，當遇到性刺激或力學刺激時，平滑肌收縮，可使乳頭變硬凸起[4]。
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,在許多文化中，會將女性的乳頭「性化」[5]或「視為性目標的一部份，以其實體特徵及性感程度來評斷」[6]。
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,正常乳頭兩側對稱，表面粉紅色或棕色。
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,女性乳頭圓柱狀部分直徑一般為0.8-1.5厘米，高出乳暈平面約1.5-2厘米。
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,異常發育導致的凸瘤狀增生與管狀突出增生被稱為乳頭過大。
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,乳頭數量跟繁殖力（一胎產仔數）相關，多為偶數，從2個到18個不等。
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,例如靈長類、羊、馬有兩個乳頭；牛有4個乳頭；貓有8個乳頭。
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,但北美負鼠有13個乳頭，其中12個圍成一個圓形及1個在中間[7][8]。
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,如果有人有3-4個乳頭，都會被稱為多乳症。
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,乳頭周遭表面凹凸不平有點像菜花狀，女性乳頭有6-9個輸送乳汁的乳腺開口和數量不等的皮脂腺開口，皮脂腺開口一般不會超過20個。
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,乳頭由乳頭頂、乳頭頸和乳頭底組成。
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,乳頭頸部受年齡和生育哺乳的生理影響，一般少女乳頭頸部短小，上小下大，有點像錐柱體；生育哺乳後的乳頭頸部變大變長，便於哺乳。
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,同時，妊娠後受到體內雌激素和孕激素增加的影響，乳頭顏色也漸漸加深。
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,雄性哺乳動物包括人類男性也有乳頭，乳頭比較短小。
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,乳頭調情
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,乳頭過大
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,乳頭內陷
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,解放乳頭運動
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,多乳頭症（英語：Supernumerarynipple）
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,乳頭穿刺（英語：Nipplepiercing）
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,乳頭假體（英語：Nippleprosthesis）
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,查詢維基詞典中的乳頭。
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,維基共享資源中相關的多媒體資源：乳頭
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,^男人的乳頭究竟有什麼用？.[2020-05-27]（中文（繁體）‎）.
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,乳頭
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,乳頭溢液
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,乳頭凹陷
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,乳頭裂
https://zh.wikipedia.org/zh-tw/%E4%B9%B3%E9%A0%AD,乳頭- 維基百科，自由的百科全書 - Wikipedia,取自「https://zh.wikipedia.org/w/index.php?title=乳頭&oldid=60367371」
http://www.ca2-health.com/gyn/2014/08/14/%E4%B9%B3%E9%A0%AD%E5%85%A7%E9%99%B7%E3%80%81%E4%B9%B3%E9%A0%AD%E6%94%B6%E7%B8%AE%E5%92%8C%E4%B9%B3%E9%A0%AD%E8%AE%8A%E5%8C%96,乳頭內陷、乳頭收縮和乳頭變化| 中亞健康網- 用心傳遞每一刻為 ...,乳頭內陷、乳頭收縮和乳頭變化|
http://www.ca2-health.com/gyn/2014/08/14/%E4%B9%B3%E9%A0%AD%E5%85%A7%E9%99%B7%E3%80%81%E4%B9%B3%E9%A0%AD%E6%94%B6%E7%B8%AE%E5%92%8C%E4%B9%B3%E9%A0%AD%E8%AE%8A%E5%8C%96,乳頭內陷、乳頭收縮和乳頭變化| 中亞健康網- 用心傳遞每一刻為 ...,乳頭內陷、乳頭收縮和乳頭變化
http://www.ca2-health.com/gyn/2014/08/14/%E4%B9%B3%E9%A0%AD%E5%85%A7%E9%99%B7%E3%80%81%E4%B9%B3%E9%A0%AD%E6%94%B6%E7%B8%AE%E5%92%8C%E4%B9%B3%E9%A0%AD%E8%AE%8A%E5%8C%96,乳頭內陷、乳頭收縮和乳頭變化| 中亞健康網- 用心傳遞每一刻為 ...,乳頭內陷、乳頭收縮和乳頭變化
http://www.ca2-health.com/gyn/2014/08/14/%E4%B9%B3%E9%A0%AD%E5%85%A7%E9%99%B7%E3%80%81%E4%B9%B3%E9%A0%AD%E6%94%B6%E7%B8%AE%E5%92%8C%E4%B9%B3%E9%A0%AD%E8%AE%8A%E5%8C%96,乳頭內陷、乳頭收縮和乳頭變化| 中亞健康網- 用心傳遞每一刻為 ...,乳頭內陷、乳頭收縮和乳頭變化
http://www.ca2-health.com/gyn/2014/08/14/%E4%B9%B3%E9%A0%AD%E5%85%A7%E9%99%B7%E3%80%81%E4%B9%B3%E9%A0%AD%E6%94%B6%E7%B8%AE%E5%92%8C%E4%B9%B3%E9%A0%AD%E8%AE%8A%E5%8C%96,乳頭內陷、乳頭收縮和乳頭變化| 中亞健康網- 用心傳遞每一刻為 ...,正常的乳頭和乳頭的變異
