URL,Title,Sentence
http://lawdata.com.tw/tw/detail.aspx?no=224611,單側椎動脈發育不全與偏頭痛性眩暈- 月旦知識庫,單側椎動脈發育不全與偏頭痛性眩暈-月旦知識庫
http://lawdata.com.tw/tw/detail.aspx?no=224611,單側椎動脈發育不全與偏頭痛性眩暈- 月旦知識庫,單側椎動脈發育不全與偏頭痛性眩暈
http://lawdata.com.tw/tw/detail.aspx?no=224611,單側椎動脈發育不全與偏頭痛性眩暈- 月旦知識庫,頸部血管超音波與腦部磁振造影均顯示右側椎動脈發育不全，尚無其他中樞神經性的病灶。
https://www.commonhealth.com.tw/article/article.action?nid=70592,得了「椎動脈剝離」，只能活20年？ - 康健雜誌,陳昌明說，椎動脈剝離發生後之急性期必須住院嚴密監控積極治療，因為剝離範圍可能會擴大，甚至波及對側椎動脈或基底動脈。
https://www.commonhealth.com.tw/article/article.action?nid=70592,得了「椎動脈剝離」，只能活20年？ - 康健雜誌,此外，若是單側椎動脈剝離位置遠離腦部且另一側的椎動脈正常，對病灶同側腦幹或小腦血流的影響也會比較小。
https://www.commonhealth.com.tw/article/article.action?nid=70592,得了「椎動脈剝離」，只能活20年？ - 康健雜誌,因為兩邊椎動脈於基底動脈基處會合，正常側椎動脈的血液可以輸送血液到剝離椎動脈遠端，供應病灶側腦幹與小腦血流。
https://www.commonhealth.com.tw/article/article.action?nid=70592,得了「椎動脈剝離」，只能活20年？ - 康健雜誌,陳昌明就曾治療過某位大學院長，單側椎動脈剝離治癒後，隔年另一條椎動脈又發生剝離。
https://www.stroke.org.tw/GoWeb2/include/index.php?Page=5-1&paper02=17354859535bc974014265f,更進一步的闡明椎動脈發育不全在急性腦梗塞的角色 - 學會會訊 ...,"椎動脈發育不全合併的腦梗塞之局部解剖的分類和TOAST分類︰一個右邊的brainstem/cerebellar中合併同側椎動脈發育不全的發生率是72.72%(N=18),這比大腦半球型腦梗塞2.53%(N=4)為高(P︰0.022)."
https://kknews.cc/zh-tw/health/g9ek3xl.html,輕鬆看懂頸動脈+椎動脈超聲波、彩超檢查報告單，不求人 ...,椎動脈狹窄：椎動脈是對大腦供血的重要血管，超聲通過測量雙側椎動脈的內徑，可比較雙側椎動脈的粗細差異。
https://kknews.cc/zh-tw/health/g9ek3xl.html,輕鬆看懂頸動脈+椎動脈超聲波、彩超檢查報告單，不求人 ...,一般情況下，粗細差異沒有明顯的臨床意義，但當一側椎動脈很細（內徑小於2厘米）的時候，可能會引起頭暈等不適。
https://www.tafm.org.tw/ehc-tafm/s/w/ebook/vip_other/journalContent/750,專區登入 - 台灣家庭醫學醫學會,彩色動脈超音波顯示換氣過度會使腦血流減少，3D飛行時間效應血管磁振造影顯示右側椎動脈發育不全及左側顱內椎動脈狹窄，擴散加權顯影顯示換氣過度會使兩側小腦小葉顯影增強。
http://big5.oversea.cnki.net/KCMS/detail/detailall.aspx?filename=csyx201811001002&dbcode=CPFD&dbname=CPFD2019,單側椎動脈阻力差值對顱內段重度狹窄及閉塞的診斷價值- 中國 ...,單側椎動脈阻力差值對顱內段重度狹窄及閉塞的診斷價值-中國重要會議論文全文數據庫
http://big5.oversea.cnki.net/KCMS/detail/detailall.aspx?filename=csyx201811001002&dbcode=CPFD&dbname=CPFD2019,單側椎動脈阻力差值對顱內段重度狹窄及閉塞的診斷價值- 中國 ...,單側椎動脈阻力差值對顱內段重度狹窄及閉塞的診斷價值
http://big5.oversea.cnki.net/KCMS/detail/detailall.aspx?filename=csyx201811001002&dbcode=CPFD&dbname=CPFD2019,單側椎動脈阻力差值對顱內段重度狹窄及閉塞的診斷價值- 中國 ...,【摘要】目的探討單側椎動脈發育不良、孤立椎與顱內段閉塞的顱內外血流動力學差異。
