Title,url
膀胱- 維基百科，自由的百科全書 - Wikipedia,https://zh.wikipedia.org/zh-tw/%E8%86%80%E8%83%B1
容易復發的– 膀胱癌（懶人包） - 照護線上,https://www.careonline.com.tw/2017/08/bladder.html
每天都要尿尿～認識一下排尿器官膀胱- Hello醫師,https://helloyishi.com.tw/health-centre/kidney-urinary-diseases/learn-about-bladder-function/
她總是頻尿、泌尿道感染，竟是膀胱堵住了！醫師揭常見4症狀 ...,https://thebetteraging.businesstoday.com.tw/article/detail/201911060045/157882/%E5%A5%B9%E7%B8%BD%E6%98%AF%E9%A0%BB%E5%B0%BF%E3%80%81%E6%B3%8C%E5%B0%BF%E9%81%93%E6%84%9F%E6%9F%93%EF%BC%8C%E7%AB%9F%E6%98%AF%E8%86%80%E8%83%B1%E5%A0%B5%E4%BD%8F%E4%BA%86%EF%BC%81%E9%86%AB%E5%B8%AB%E6%8F%AD%E5%B8%B8%E8%A6%8B4%E7%97%87%E7%8B%80%EF%BC%8C%E6%81%90%E6%98%AF%E8%86%80%E8%83%B1%E5%87%BA%E5%8F%A3%E9%98%BB%E5%A1%9E
女性的下腹大患膀胱炎,http://www.kmuh.org.tw/www/kmcj/data/9208/14.htm
什麼是「過動性」膀胱？,http://www.kmuh.org.tw/www/kmcj/data/9302/7.htm
每次排尿量只有「1罐養樂多」，膀胱卻有「1杯咖啡」的儲尿量 ...,https://heho.com.tw/archives/24559
頻尿、夜尿、下腹痛，救救被誤診的膀胱- 康健雜誌,https://www.commonhealth.com.tw/article/article.action?nid=64994
膀胱裡隱藏著美麗又危險的珊瑚礁---淺談膀胱癌作者：臺大醫院 ...,https://epaper.ntuh.gov.tw/health/202006/project_1.html?utm_source=%E8%B6%85%E9%80%A3%E7%B5%90&utm_medium=%E9%9B%BB%E5%AD%90%E9%83%B5%E4%BB%B6&utm_campaign=%E9%9B%BB%E5%AD%90%E5%A0%B1%E7%99%BC%E5%A0%B1%E6%A9%9F
膀胱癌前兆不會痛該如何預防發現治療- YouTube,https://www.youtube.com/watch?v=KvXuLEJEAh4
神經性膀胱,http://www.mmh.org.tw/taitam/urolo/urolo05_05.htm
膀胱炎自我照顧須知,http://www.cych.org.tw/cychWeb/cych3/ad/files/2018123K003%E8%86%80%E8%83%B1%E7%82%8E%E8%87%AA%E6%88%91%E7%85%A7%E9%A1%A7%E9%A0%88%E7%9F%A5-9D-2017-06-09.pdf
膀胱治療管理/ Bladder Management - International - Reeve ...,https://www.christopherreeve.org/zh/international/top-paralysis-topics-in-chinese/bladder-management
膀胱- 教育百科,https://pedia.cloud.edu.tw/Entry/Detail/?title=%E8%86%80%E8%83%B1
膀胱癌- Bladder Cancer - 優活健康網 Living Well Website,http://mays3.weebly.com/9679-331523300930284---bladder-cancer.html
膀胱- A+醫學百科,http://cht.a-hospital.com/w/%E8%86%80%E8%83%B1
憋尿害你膀胱炎！預防膀胱炎症狀，除了不憋尿也別 ... - 早安健康,https://www.edh.tw/article/19410
反復膀胱炎的預防與治療 - 花蓮慈濟醫院,https://hlm.tzuchi.com.tw/uro/index.php/education/75-2017-01-09-03-10-06
女性下腹大患！護墊用一整天小心壞了你的膀胱｜健康2.0,https://health.tvbs.com.tw/medical/309655
神經性膀胱-書田診所 - 書田泌尿科眼科診所,http://www.shutien.org.tw/library_detail.aspx?healthid=156
人體水袋叫救命－膀胱的疾病-黃榮堯-書田診所,http://www.shutien.org.tw/dr_doc_detail.aspx?bookid=487
帶你一起了解膀胱的基本知識- 每日頭條,https://kknews.cc/zh-tw/health/pejxqz2.html
膀胱 - Shen Nong,http://www.shen-nong.com/chi/principles/bladdersixyangorgans.html
膀胱腫瘤病人護理指導手冊 - 新光醫院,https://www.skh.org.tw/skh_resource/leap_do/health_picture/1553065118014/1%E6%B3%8C%E5%B0%BF_%E6%89%8B%E5%86%8A_%E8%86%80%E8%83%B1%E8%85%AB%E7%98%A4%E7%97%85%E4%BA%BA%E8%AD%B7%E7%90%86%E6%8C%87%E5%B0%8E%E6%89%8B%E5%86%8A_9B(107.06%E4%B8%89%E4%BF%AE).pdf
膀胱_百度百科,https://baike.baidu.com/item/%E8%86%80%E8%83%B1
認識膀胱癌-財團法人台灣癌症臨床研究發展基金會,http://web.tccf.org.tw/lib/addon.php?act=post&id=1202
膀胱無力(二) – 陳偉寶醫師– 泌尿科生涯,https://std-online.com/2017/02/24/%E8%86%80%E8%83%B1%E7%84%A1%E5%8A%9B2/
神經性膀胱| 中亞健康網- 用心傳遞每一刻為您把關健康人生,http://www.ca2-health.com/sex/2014/10/23/%E7%A5%9E%E7%B6%93%E6%80%A7%E8%86%80%E8%83%B1
【趙順榮藥師】有尿意就如廁恐引發膀胱炎@ 趙藥師的部落格 ...,https://pdgchaop1997.pixnet.net/blog/post/12444715-%E3%80%90%E8%B6%99%E9%A0%86%E6%A6%AE%E8%97%A5%E5%B8%AB%E3%80%91%E6%9C%89%E5%B0%BF%E6%84%8F%E5%B0%B1%E5%A6%82%E5%BB%81-%E6%81%90%E5%BC%95%E7%99%BC%E8%86%80%E8%83%B1%E7%82%8E
