Title,url
疤痕：種類、治療方法 - 皮膚科王修含醫師,http://www.skin168.net/2013/10/scar-classification-treatment.html
疤痕護理| 林新醫院,http://www.lshosp.com.tw/%E8%A1%9B%E6%95%99%E5%9C%92%E5%9C%B0/%E4%B8%80%E8%88%AC%E5%A4%96%E7%A7%91/%E7%96%A4%E7%97%95%E8%AD%B7%E7%90%86/
疤著不放～淺談疤痕護理,http://www.tcmg.com.tw/paper/paper-970903.htm
疤痕- 維基百科，自由的百科全書 - Wikipedia,https://zh.wikipedia.org/zh-tw/%E7%96%A4%E7%97%95
外傷疤痕,https://www1.cgmh.org.tw/intr/intr2/c32930/text/3102_01.HTM
如何消除疤痕，讓美麗不留痕跡？ - 康健雜誌,https://www.commonhealth.com.tw/article/article.action?nid=62937
"疤痕分類-安適康-止血, 傷口護理, 急救 - AnsCare安適康",http://www.anscare.tw/chinese/educations/detail.php?dpid=26
認識疤痕 - 萬芳醫院整形外科醫學美容,http://www1.wanfang.gov.tw/opera/ns/maine-01.htm
整形外科> 醫療常識> 疤痕治療趨勢與展望,http://www2.kmuh.org.tw/web/kmuhdept/0270/%E9%86%AB%E7%99%82%E5%B8%B8%E8%AD%98/%E7%96%A4%E7%97%95%E6%B2%BB%E7%99%82%E8%B6%A8%E5%8B%A2%E8%88%87%E5%B1%95%E6%9C%9B.aspx
不想有疤痕，就要妥善照顧傷口！傷口護理要濕潤，你知道嗎 ...,https://www.youtube.com/watch?v=wWA7ImWPSWc
如何預防傷口疤痕與粘黏 - 康寧醫院,http://www.knh.org.tw/sub/hysteroscope/208
【疤痕組織的自理】-動晰物理治療,https://www.moventreat.com.tw/news-detail/123/
疤痕整形簡介,http://www.kmuh.org.tw/www/kmcj/data/9507/10.htm
"疤痕護理-安適康-止血, 傷口護理, 急救 - AnsCare安適康",http://www.anscare.tw/chinese/educations/detail.php?dpid=25
受傷之後怎麼樣可以不留疤？黃季怡醫師：你該做這3件事情 ...,https://heho.com.tw/archives/53374
小傷口也可能變蟹足腫！ 醫師教你「按壓」5秒消疤痕| Heho健康,https://heho.com.tw/archives/15548
PART1.燒傷疤痕介紹與評估,http://www.pt.org.tw/hualien/upload/download/PART1.%E7%87%92%E5%82%B7%E7%96%A4%E7%97%95%E4%BB%8B%E7%B4%B9%E8%88%87%E8%A9%95%E4%BC%B0.pdf
色素沉澱不是疤痕!?消除疤痕前，你必須知道這些事! |新光醫學 ...,https://skhcc.skh.org.tw/content/%E7%96%A4%E7%97%95%E5%89%8D%E8%A8%80-99
疤痕的治理,https://osa.ntut.edu.tw/p/16-1041-12174.php?Lang=en
疤痕的預防及治療 - 財團法人嘉義基督教醫院醫學美容中心,http://www.cych.org.tw/cych/skin/op04.html
受傷後皮膚表面為何會留下疤痕？ - BBC 英伦网 - BBC.com,https://www.bbc.com/ukchina/trad/vert_fut/2016/11/161102_vert_fut_why-is-scar-tissue-different-to-normal-skin
手術疤痕如何消除？複合式治療改善機率高 - Yahoo奇摩,https://news.campaign.yahoo.com.tw/lung-health/arti.php?id=b2d877e5-158c-3989-86be-76e7f2a98e18
【去疤】傷口留痕傷身更傷心一張貼施壓保濕撫平疤痕- 明報 ...,https://health.mingpao.com/%E5%8E%BB%E7%96%A4-%E5%82%B7%E5%8F%A3%E7%95%99%E7%97%95-%E5%82%B7%E8%BA%AB%E6%9B%B4%E5%82%B7%E5%BF%83/
蟹足腫是什麼？如何治療與預防？醫師圖文完整說明| 美的好朋友,https://www.medpartner.club/keloid-hypertrophic-scars-treatment-prevention/
除疤- 新聖專業疤痕整形 - 隆乳,https://www.hi-pretty.com/%E4%BA%86%E8%A7%A3%E6%95%B4%E5%BD%A2/tag-%E5%85%B6%E4%BB%96%E6%89%8B%E8%A1%93-%E7%96%A4%E7%97%95%E8%99%95%E7%90%86/WDD000250-%E7%96%A4%E7%97%95%E8%99%95%E7%90%86
撫平淡化傷痕，疤痕凝膠有用嗎？ 來自食藥好文網,https://article-consumer.fda.gov.tw/subject.aspx?subjectid=3&id=3498
痤瘡疤痕的治療| Cochrane,https://www.cochrane.org/zh-hant/CD011946/SKIN_cuo-chuang-ba-hen-de-zhi-liao
疤痕護理矽膠貼片-3片組(除疤貼片/美容貼片) - momo購物網,https://m.momoshop.com.tw/goods.momo?i_code=6408238
安適康蕾寧皙卡疤痕護理矽膠筆 - Anscare,http://www.anscare.co/chinese/products/detail.php?cpid=3&dpid=40
